emo	val	name	sentence
happy	2.0	sample_00006474	我，陪你睡。
happy	2.5	sample_00006761	曾老板，谢谢！谢谢！我知道，您在美国回不来，但是，那我也得谢谢你的祝贺。
happy	2.0	sample_00004090	哈哈哈。
angry	-4.0	sample_00001340	有我这么憋屈的吗？有我这么可怜的吗？
happy	1.25	sample_00006527	都算是忘掉过去，进入新生活了，挺不容易。
neutral	-1.75	sample_00003895	那个人，是我男朋友，我们俩人谈了一年。
sad	-2.0	sample_00000261	拉命地学习，这么多年，我们那儿就考出我这么一个大学生来，我不能。
neutral	0.5	sample_00003265	真是可惜你的才华了。
neutral	0.25	sample_00004584	门，来，当树洞的，有什么想说的？今晚。
happy	0.75	sample_00004359	爹，我送你的绿茶，喝得不错吧。
neutral	1.0	sample_00005169	知道，备战高考的这段日子里边，你们过得很不愉快，但是，就剩那么几天了。
neutral	1.0	sample_00002960	放心吧，反正，这次也只是试探。
sad	-3.5	sample_00000944	我同意的，生产更多的。
worried	-0.25	sample_00001083	成俊，你真的应该休息两天，陪陪老人。
worried	-0.25	sample_00005364	那个，张婷，这几天住哪儿啊？
worried	-1.5	sample_00005876	唉。
happy	4.0	sample_00006357	是不是有一只很著名的蟑螂？一。小。小。
sad	-4.0	sample_00006568	说都没说一声。
angry	-2.5	sample_00006273	行！喂，邓志成，我请问，你，今年几号了？你的抚养费在哪？
angry	-1.75	sample_00003304	一、敢把你私藏的那些名牌包、名牌鞋，你跟元浩说吗？
neutral	0.0	sample_00002353	我问：你啊，赵医生，为什么不留你？
happy	1.25	sample_00006011	我可没想当好大夫，就是想帮忙。
angry	-3.0	sample_00007023	阿紫，你疯了吗？还嫌家里丢人不够多？
surprise	0.5	sample_00002751	好啊。
neutral	0.25	sample_00004715	当然，我最高兴的时候，就是领公司的时候。
happy	1.75	sample_00002063	你说，小家伙吧，这唯你身边这么转来转去的。
worried	-1.5	sample_00002268	杀呀！你听我跟你说啊，第一，他的医疗费全是我出，只要一天天给赖下去，还不如直接把我杀了痛快。
worried	-1.5	sample_00002277	那，那，接下来怎么办呢？
happy	1.5	sample_00002869	好嘞，拜拜。
angry	-2.75	sample_00003579	说到这儿吧，我又恨这个。
happy	1.0	sample_00004128	我们两家有特别的关系，他们也不会说什么。
happy	2.0	sample_00004576	怕，我当时要看看，谁是我的老板娘。
neutral	1.0	sample_00002994	想通过自己的努力，来迎接一个新的挑战。
angry	-3.0	sample_00005880	你可以瞧不起我。
angry	-2.25	sample_00005091	你是不是脑子有坑啊？
angry	-3.5	sample_00003862	你讨厌我，我也不喜欢你，正好，以后，咱俩谁也不用搭理谁。
angry	-1.75	sample_00002101	爷们儿点，告诉他，没别的，就这个。
sad	-3.5	sample_00003775	我不愿意让他在我家，你让他出去，出。
worried	-2.0	sample_00005835	我现在是觉得，呀，妈，肯定挺难受的，光是我离婚的事。
happy	1.75	sample_00005529	就来参加我的生日聚会吧！我把你介绍给我的朋友们。
sad	-1.5	sample_00003789	好吧，我承认，我接受不了他的过去。
happy	2.0	sample_00004269	亲自给，送过去。
neutral	-0.25	sample_00002721	
happy	2.5	sample_00001564	等。三、吃早餐了。
worried	-0.75	sample_00001832	最好还是跟曾主任说一声：去，万一，他要。
angry	-1.5	sample_00002014	你长大了，孝敬我，能给我庆祝生日，结果，你是为了你媳妇。
worried	0.0	sample_00004401	我知道呢，你是好心，可这事呢？
happy	0.5	sample_00000420	看书，他也得认字啊，电影，文盲，都能坐那儿乐。
surprise	-0.75	sample_00001327	什么。
angry	-3.0	sample_00005564	你干吗死追着我不放啊。
worried	-1.25	sample_00002098	你。怎么了？
angry	-4.0	sample_00005303	你觉得我像你奶奶吗？
happy	1.25	sample_00003000	您本人比照片上漂亮多。
happy	2.25	sample_00005118	小晚，谢谢你！你真是太有心了，真的？我不需要，真的。不用。
sad	-3.5	sample_00003779	就好，一家不要我了，回娘家，我哥嫂都躲着啊。
neutral	-0.5	sample_00000160	我妈也是东北人。
angry	-1.25	sample_00003964	能不能干点正事？
worried	0.0	sample_00002713	我只是在想，我们做医生的，是不是应该尽量多地站在病人的角度考虑。
worried	-1.75	sample_00000827	那个，我妈生病了，心脏病，要做手术，我实在是过不来，我能不能请个假？
angry	-2.0	sample_00004482	袁浩：你这人挺有意思的啊，我跟你说，你不相信，罗易阳：跟你说。
worried	-0.75	sample_00005527	我：那。但是，你现在这个状况。
angry	-1.75	sample_00006495	那一件，我算是明白了，为什么这么多年，你一直都放不下。
happy	3.0	sample_00002582	好的，好的，那。
neutral	0.25	sample_00005873	住那地啊，正好空个房间，你要不，先帮我那？
sad	-2.75	sample_00005764	嗯。嗯。
neutral	0.75	sample_00006560	住在：老太太，病。
angry	-1.0	sample_00001694	什么呀？关键时刻，不接电话了。
sad	-4.0	sample_00003296	不要说了，乔曼。
angry	-1.25	sample_00002514	不管，你，过去，跟张。
angry	-3.5	sample_00000321	你最好问问，你们家闺女，为什么三番五次大折我们家小强的手。
angry	-2.25	sample_00004979	我：分了吧，我这么心平气和地做，跟你谈，你就这么跟我？
happy	2.75	sample_00000326	我看见你这样，我就觉得这话说得可真对。
happy	1.5	sample_00002444	被。我还有爱欲，这明就是爱。我，爱惨。
angry	-3.5	sample_00001301	你还想跟谁比呀？你们那团花里，还有谁比？飞？
sad	-1.5	sample_00001858	我太放纵自己了。
surprise	-2.25	sample_00001068	对了，你怎么会说？
angry	-2.25	sample_00002961	看到没有，我埋的吹地木塞。
angry	-1.5	sample_00004640	可够仗义的。
happy	1.0	sample_00004771	他同意。啊，他知道的。我跟他说。
worried	-0.5	sample_00003889	别太难过了，欧阳。
angry	-3.25	sample_00001329	太客气了，是吧？我呀，本来不想给你们太大的压力，我觉得，即便是面对高考，保持轻松、愉快的心情，成绩反而会提高。今天，你们一个个地，用实际行动，向我证明，你们。
neutral	-0.25	sample_00004898	你得尽量做到让他们满意为止。
happy	0.5	sample_00000598	你刚才曾经说过，我是一个成功的商人，我很清楚，美貌是用来消费的。哦，这回，你大概。还不。
sad	-4.25	sample_00006497	大人。
angry	-1.75	sample_00002535	我也不想。
angry	-1.75	sample_00006819	我怎么会知道？
neutral	-0.5	sample_00001147	说的就是呢，我是这么想的。
happy	2.25	sample_00003116	光听，我也高兴。
worried	-0.75	sample_00000406	我在想，会不会是起点？
angry	-3.75	sample_00003664	我早就跟你说过了，其他的事情，我无所谓，但是，感情的事情，必须是认真的。
neutral	0.25	sample_00006423	这个问题，你绝对放心，在这方面，我特别。
worried	-0.25	sample_00001035	战争，是残酷的。
neutral	1.0	sample_00005896	下班之后，约了卫卫一起吃饭，当然，如果你要不介意的话，我们也可以。
angry	-3.25	sample_00002709	我能不生气吗？你们是实习医生，成天不好好学习，每天都在打听这些八卦。
neutral	-0.25	sample_00004265	我们在，那个，在开车回的路上了。
angry	-3.5	sample_00006689	我：不管你是谁，你只要敢欺负我弟弟，我就剁了。
angry	-3.75	sample_00005606	为了一件事，这年头，谁也靠不了，只能靠自己。
angry	-1.75	sample_00000559	先从我们家练手，你们看看，喜欢什么，我都砸了。
angry	-2.0	sample_00006850	是，你老婆，是挺厉害的，我们都。
neutral	0.0	sample_00004539	把门关上，坐吧。
worried	-0.5	sample_00000118	不能安置的呢？你让财务和人事部给我做一个补偿报告。
angry	-4.0	sample_00000790	家属要打官司，我奉陪到底，真没想到，我背后挨一刀。
neutral	0.25	sample_00004355	昨天晚上啊。
neutral	1.0	sample_00002424	为什么？我现在才发现，你还真是。
happy	3.0	sample_00004070	
neutral	-0.25	sample_00001595	容易说出口的话。
neutral	0.0	sample_00003829	跟男人吃饭，也未必就能代表什么。我觉得，小凡是个矛盾体，他是虚荣。
sad	-4.5	sample_00001541	我：今天，你又这么出现了！你：你。还跪下。
neutral	-0.75	sample_00005467	钟志勇：是怎么回事？张占军。
neutral	0.0	sample_00000154	我们是从镇上来的，我们是警察。
happy	1.25	sample_00000370	算了吧，在这些人眼里，我只是他们的赚钱机器。
angry	-2.0	sample_00005528	老天，你是不是以为你工作解决了，可以高枕无忧了？小心，我爸。
sad	-1.0	sample_00001192	我不后悔。
worried	0.0	sample_00005098	爸，你是不是觉得，我们现在有。
neutral	-1.0	sample_00000159	说吧，多少钱愿意离开我？
neutral	0.25	sample_00000434	我回去呢，跟李逵说，今后，每到这个时候。
worried	-0.25	sample_00003550	自尽的人，再好，有些事情，还是要考虑的。
happy	1.75	sample_00000958	也是最懂我的那个人。
happy	2.0	sample_00004127	你只需要准备好你自己，其他的，交给我。
happy	3.25	sample_00000980	谢。
happy	1.5	sample_00000641	
worried	0.25	sample_00000065	收到，继续监视。注意。
angry	-2.5	sample_00001421	相关系：我没有外公，也不需要他的礼物。
sad	-2.75	sample_00006501	我。我。我，以后，我们也好几个月没见他了。
worried	-1.75	sample_00003987	白：如果他太过分了，樊姐也是看不过去，才。
angry	-0.25	sample_00004974	
happy	2.75	sample_00000816	唉。
worried	-2.25	sample_00003140	老顾啊，我们可是一直把毛小春当成。
happy	1.0	sample_00000713	工作了，这果果也长大了，我也不能老在家闲着吧？等我工作稳定了，我再跟您细说。啊，我先忙去了。
sad	-3.0	sample_00000447	打到最后，都成空号了，我还留着呢！我们。
worried	-0.5	sample_00006239	怀孕，可以到生产的时候。
neutral	-0.25	sample_00004883	我说的呢，不过，也是，要是没意思，干吗这么。
neutral	-0.75	sample_00004578	但是，我妈这人，好奇心特别强。
neutral	-1.0	sample_00004487	我饿了，快给我做饭吃。
sad	-2.25	sample_00004959	我能照顾好冯达。
worried	-0.5	sample_00006065	搁我这儿。
happy	1.75	sample_00004660	喂，你还好吗？
neutral	-0.25	sample_00003022	现在的结果：所有人都满意。
surprise	-1.0	sample_00005122	还有，男的。
angry	-2.75	sample_00002610	怎么了？你是有夫之妇啊，你就这么跟个男孩在一块儿？你像。
angry	-2.5	sample_00004486	没事，是，大了，照说，你跟我妈说。
worried	-0.5	sample_00004872	能报告的时候到。
worried	-0.5	sample_00003448	哦。哦。
sad	-2.5	sample_00005025	也不知道我住哪。
angry	-1.5	sample_00005083	怎么？模糊了？
neutral	-1.0	sample_00004806	嗯，谁又知道，这个孤独和自由的区别？
worried	0.0	sample_00005742	林杰：人家被骗得已经够惨的了！我们：应。
worried	-1.25	sample_00006870	我不能让他知道，你放鸽子呢。
neutral	0.0	sample_00001911	我就希望啊，你和你的家人。
neutral	0.75	sample_00006452	武小姐是很热心，想帮我。
worried	-1.25	sample_00003201	老张，我。果然，那个，我的家里又有急事了。那个，我，回去一趟，我请，一个小时假，一会儿，你把我盯一下吧。拜托，拜托，拜托，请吃饭，请吃饭！啊！好嘞。
sad	-2.25	sample_00002857	我把老爷子骨灰带回来，把这好好收拾收拾，让他入土。为。
neutral	0.0	sample_00002093	听大妈和叶老师说的。
neutral	-0.75	sample_00007003	我呀，我。也。别。什么。那个。
neutral	-0.5	sample_00006950	我叫肖虹，原名张南盈，一九一一年六月一日，农历端午节，出生于黑龙江呼兰县的一个地主家庭。一九四二年一月二十二日中午十一时，兵逝于香港红十字会设予盛世提凡女校的临时医院，香，年三十一岁。
angry	-3.75	sample_00003693	哎呦，咱们公司员工面前，诋毁我的清誉、清白。
neutral	-0.25	sample_00003981	团队建设，可是，一遇到了压力。
angry	-0.75	sample_00002566	你这没嫁过去。
worried	-2.25	sample_00004104	你不操心吗？你说，你这孩子啊，从小就不会做人，让你去求个人吧，那半天都开不了。
happy	2.0	sample_00006821	我一直还在想呢，我这姐夫，怎么长得这么帅啊？今天，这谜底终于揭晓了。阿姨，您长得还真是。
happy	1.0	sample_00002819	梅梅，能跟着你工作，也算是。
happy	1.5	sample_00002178	我觉得挺好的。
neutral	-0.25	sample_00002107	妈，你着什么急呀？
happy	2.0	sample_00006662	不知道？行啊！你。你跑一过，干吗去了？灯：不错啊，还能带着老婆、女儿到英国度度假呢。
worried	-0.75	sample_00001353	好，说真的，你打算还用多久时间？忘记？
sad	-1.75	sample_00003848	嫂子，你对我的恩情，我一辈子都忘不了。
neutral	0.5	sample_00004049	这样，行不行？我：从明天开始，我：好。好。
happy	3.5	sample_00006027	哼哼。
neutral	-1.25	sample_00005370	阿贤：诺，我不是太饿了，别怪我，这有点不太舒服，我就想，我就休息了。
neutral	-0.5	sample_00001306	我：明天要回市里几天。
neutral	-1.0	sample_00002209	先。
happy	2.5	sample_00001049	你不是很上进。
worried	0.0	sample_00003540	安迪姐，你最近的麻烦事接二连三的，你不用再管我。
worried	-0.75	sample_00002965	闹的就是，家属说：我都听您们大夫的，这，救过来，还行，救不过来。
angry	-2.5	sample_00005755	往后，你还坚持什么？还要什么灵性？你以为你是谁呀？
angry	-3.5	sample_00004606	天地良心，你又不是不知道，他们两个人结婚。
sad	-4.0	sample_00004375	你那？上嘴，春，一碰，下嘴唇，他怎么说的？那么。
neutral	0.75	sample_00003765	到时候，你带着他们，包括小雷，能带的，都带上。
happy	2.25	sample_00000464	谢谢！谢谢！我们全家都感激你啊！
happy	2.75	sample_00003170	为什让涉？这一天，我的人生，闯进了不少人。
angry	-3.5	sample_00006656	看见没有，就我老公的前妻，也不知道怎么叫这家王八蛋的。
neutral	-0.25	sample_00002299	他最近好像在忙什么？国外品牌代理。
neutral	-0.25	sample_00005316	对，错！没错，他早就。
happy	3.0	sample_00005796	据说，从他手里带出。
sad	-1.0	sample_00006899	所以，我说，那我干脆就把车卖了，得了，我也不开。
sad	-0.5	sample_00006364	是时，刻，恋，就要死要活，我还没那么脆弱。
angry	-1.5	sample_00002401	我不会原谅，你，不原谅。
neutral	-1.25	sample_00004797	我已经知道内幕了。
worried	-0.25	sample_00001000	要是我们还算比较理性，没有把这大门彻底关死，也没有单方面去找。
worried	-2.5	sample_00001752	你这么说，应该？我说：对不起，太对，你，说，他又给你添这么大麻烦，这。这样，等我回去，我一定当面向你赔罪，好吗？
neutral	0.0	sample_00001086	作为一个设计师，我坚持自己的想法。
angry	-2.5	sample_00006800	这钱，要不要，是你自己的事。
happy	2.75	sample_00006711	那。行吧。
worried	-3.5	sample_00002913	一个比一个生。猛，你知道吗？你？万一工司的人知道，你，会回来，给你生。
angry	-2.75	sample_00005818	哪怕，追到天涯海角，哪怕耗得我退休为止，必须让今生复发。
sad	-3.5	sample_00003440	好，很好。
neutral	0.0	sample_00004634	别胡思乱想，可能就是工作太辛苦，太累了。
angry	-1.0	sample_00001314	不远，是绝对不会堕落到你手里的，因为，他已经找到一份高兴。
neutral	0.0	sample_00002528	听起来不错啊。
happy	1.75	sample_00006250	自己主动去做一件事，我觉。
angry	-2.5	sample_00005854	混蛋！老大，你不选，偏选。
happy	1.25	sample_00001639	我说：你专找那。
sad	-2.75	sample_00005155	唉。
angry	-1.25	sample_00004194	别管我了，你知道干净现在在哪儿吗？
surprise	0.0	sample_00000956	但，这几天，你就谈上恋爱了啊。
worried	-1.0	sample_00005989	到现在，这情况，我也没敢。
angry	-2.5	sample_00001749	我特别受不了，他坐在我的对面，可怜，巴巴讨好我的样子，这根本就不是一个。
surprise	-1.75	sample_00000977	啊。啊。
surprise	-1.5	sample_00006435	不。是。什么。
angry	-3.25	sample_00001395	你变态啊！你怎么想的？
worried	-2.5	sample_00006528	跟我说，你有事，可是，你从来都不告诉我，你到底在忙。
angry	-3.0	sample_00003763	最大的事情，最重要的事情。
angry	-3.5	sample_00005526	我：再来一句：你们是和平，分手，就打发我了，你耍我。
happy	1.0	sample_00001423	我走，是为了去找灵感，能够设计出更好的。
sad	-4.5	sample_00000621	对不起，对不起。
sad	-2.0	sample_00004573	不是，这真的跟我有关系，就这事，不怪我哥。
happy	0.5	sample_00006607	五十、啊，这个，你放心了，我的信息渠道。
happy	2.0	sample_00000063	你已经这样理解了，说明你已经做好选择。
neutral	0.5	sample_00003794	这个是一款最新的测算。
neutral	0.0	sample_00004581	喂！现场布置，清，量，又少，药。跟。
sad	-2.5	sample_00003643	妈，对不起啊。
angry	-2.5	sample_00000859	你。什。
angry	-1.25	sample_00002455	重要吗？在这个年代里，在我们这一代人，身上，被束缚的东西太多了，要我说的，你们爱听，我就满意。
happy	0.25	sample_00004139	不过，如果有人不愿意的话。
angry	-3.75	sample_00002982	你是不是一生下来，你们就粘着人家？
neutral	-0.5	sample_00001560	本来出得都好好的，可一不小心，被他发现，我不屑无数。
angry	-3.0	sample_00002669	
angry	-1.25	sample_00006061	其实，我再跟你说一次，他和咱们，不是一路人。
happy	2.25	sample_00006207	你越是不让他得逞，啊，他越是死心塌地的。
surprise	-1.0	sample_00001146	天，咱们二十二了的关系，越来越复杂了。看来，我。以。
happy	1.5	sample_00004675	你认识的朋友多，如果看到合适的，帮他。
happy	3.25	sample_00003253	哈哈。
happy	2.25	sample_00005604	这，太好了，太好了。
happy	2.75	sample_00005756	可以啊，没问题，想去就去呗。
angry	-2.75	sample_00000826	是这个，毛里强四的。
happy	1.0	sample_00005288	我觉得，要把最真实的一面给他看，那样才酷啊。
happy	2.5	sample_00000502	对不起，我已经。
happy	2.0	sample_00005079	
sad	-2.0	sample_00002138	我。不管。
neutral	-1.5	sample_00000382	不要这钱，但是，我需要房子。
neutral	0.0	sample_00000182	导演在这个行业里，地位非常高。
angry	-1.5	sample_00005302	你能不能拿出个样来？
sad	-3.0	sample_00001023	有点事，以刺激，就这样。
happy	2.0	sample_00001451	你。你。
happy	2.0	sample_00001634	哪儿的话呀？非凡：毕。
neutral	-1.25	sample_00002779	别这么说，那时候救你，也不知道，算是救了。
happy	2.25	sample_00003280	那个，你果然在楼下说：拜见。
angry	-4.25	sample_00006125	自己成为一个，连是非都分不清。
worried	-2.75	sample_00002287	万一，中院家属发现了，闹起。
happy	2.0	sample_00003760	要不然，咱俩聊聊天吧。
happy	2.25	sample_00004799	哇！伏妖！叫黄雷锋？屌丝？没？当然，不知道。了。句：也是可以复制高笔的。这一笔账。
neutral	0.75	sample_00000020	后来呢，我们就一起考上了师大。
happy	0.5	sample_00000972	哦，那行，那，好吧，那就这儿吧。
angry	-1.0	sample_00001206	大家好，是因为我们三个人的关系，所以，我要让别人明白，你现在跟我在。
neutral	-0.75	sample_00001385	你看，你这，绷着脸。
happy	1.5	sample_00005942	成：那，我一会儿看见他啊，我就告诉他：要不，您别在这儿等了，我们这儿啊，挺乱的，您先去，也别让叔叔呢。
angry	-2.75	sample_00003757	这是什么话呀？我不相信。
neutral	-1.0	sample_00005834	嗯，爸，对，只是，今天这件事情，我真的实先不知道。
angry	-1.25	sample_00001554	像踢足球，光是传球，不射门，怎么赢啊。
worried	-1.25	sample_00001567	昨天晚上。
neutral	0.0	sample_00002864	嗯。
worried	-1.0	sample_00004372	说：是还要再住几天吧？他没让我和莹莹帮忙，是，我们什么都不用帮。
sad	-2.25	sample_00001614	你为什么要这样对我？
happy	1.0	sample_00005991	特殊座位上，其实是我当年一个人，坐在特殊。
happy	0.75	sample_00006022	真的，活到这个年龄，哈。
neutral	0.0	sample_00001616	我本来是要去别的地儿的，后来没去成，所以我就来你馆。
angry	-2.25	sample_00001346	小毛贼，把杀。
neutral	-0.75	sample_00003274	我都跟人约好了，让人、小朋友、父母，过来，要跟人见一面。
angry	-2.5	sample_00002682	这是什么态度？
neutral	0.25	sample_00000127	还不算笨，其实，这是一种很常见的谈判。
sad	-2.5	sample_00003358	没什么关系了，以后呢？
neutral	0.0	sample_00004565	你现在的表现，来看，你已经相信那个。
angry	-2.75	sample_00000538	我：放家里，怎么了？他：碍着你什么事了？
sad	-2.25	sample_00002633	成了我的事情，我自己知道，怎么处理，我就是想自己静一下。
neutral	0.0	sample_00004118	好。
angry	-3.25	sample_00001198	大坝：跟爷，范儿，你消费，看，那天，碰死你的好汉！年轻书。
happy	1.5	sample_00005761	先请一下子就好。
sad	-1.5	sample_00006314	我改名字，是因为我叫不了天爽，我爸妈本来想给我取名叫：天降。
sad	-2.25	sample_00003309	我每天在地图上一遍又一遍地看。
neutral	-0.75	sample_00000239	说了那么多难听的话，你都忍着我。
angry	-3.75	sample_00003772	把话放在这儿，如果因为这件事，惹出了什么麻烦，我让你吃不了，兜着走。
surprise	-0.5	sample_00000220	妈。
angry	-2.5	sample_00001332	你知道，能不能像个男人一样，面对自己的心。
angry	-3.75	sample_00004446	有钱？怎么了？你们有钱，你们有钱，就可以侮辱人哪。
worried	-1.0	sample_00000635	尤其是像夏荷心这样的危重病人，她现在面对死亡，在情感上呢，处于一个非常微妙的。
happy	3.0	sample_00000749	没事，没事，那只是模型。
angry	-2.5	sample_00003940	好，好，好，我知道了，我明天晚上来。苏梅，你别动不动就拿不离婚来威胁。
neutral	0.75	sample_00002644	为什么选择跟你交易，而不跟其他人交易呢？取决于两件。
happy	1.5	sample_00004844	您。
angry	-1.75	sample_00006521	有你这样教育孩子的吗？
worried	-0.5	sample_00005356	现在，国内遇到这样的事情。
happy	2.25	sample_00001984	我：不瞒您，我这个，马上想想，能够和孙老师面对面地在一起交谈，我觉得非常荣幸。
angry	-1.5	sample_00005901	没错，我是跟着。
neutral	0.5	sample_00006360	其实呢，我也认真地琢磨了一下。
neutral	0.0	sample_00005788	作对，作对，许飞，跟攀岩。
worried	-2.0	sample_00002369	少喝点，岁数也不小了。非。
neutral	0.0	sample_00004707	这个之前，我问过他，说他没有钱。
neutral	0.25	sample_00003032	带护的人，就是你，所以，我也希望，你们两个，能有好的。
neutral	-0.25	sample_00006075	我：对你是完全没有这方面的想法。
neutral	-0.25	sample_00000101	不了解路况。
angry	-2.0	sample_00001302	那小海，是借的呢？你？前几天？一天？一千？一天。
angry	-1.5	sample_00001688	从今往后，晚上不许出去。
happy	2.75	sample_00000048	挺好的，下班啦。
angry	-2.75	sample_00001407	这也太含蓄了吧？那，做得跟没做似的，那都五白受了吗？
neutral	-0.5	sample_00004926	我需要工作。
worried	-1.25	sample_00001624	
sad	-1.5	sample_00002623	报纸上：这事，忘得是，快，可烟雨潇湘，这盖牌子，立起来。
sad	-1.5	sample_00001594	你要酒，得借钱。
neutral	-0.25	sample_00001046	碰巧，撞一块了。
happy	3.0	sample_00004321	这摩登潮流产业，没兴趣，可是，他反而有那么多的建议和意见。其实，他就是天生的经营乡界集团的料。
sad	-1.75	sample_00001871	
neutral	0.0	sample_00004637	您，一定是五爷。
neutral	-0.5	sample_00003685	设计师，也不过是给别人打工。
angry	-3.0	sample_00001269	那，我没回家，你电话准来！你知道我的同事们怎么说吗？他们说：你这叫夺命连环。
angry	-1.75	sample_00000613	朋友，谈感情，是吗？
worried	-2.25	sample_00003416	你俩要是结婚。
sad	-3.0	sample_00000933	这。这。
happy	0.75	sample_00001135	哎呀，说起来啊，你说，这现实，是。跟。
neutral	0.0	sample_00006030	宝帅，你，别蒙我，你。
neutral	-0.25	sample_00006157	再多说两句吧。
sad	-1.0	sample_00000455	出了意外呢，也是难免的，就是，就是，从情感上吧，我有点接受不了。
sad	-1.25	sample_00004700	天，躺着呢，我想留下来，多陪。
neutral	0.0	sample_00000448	如果你没有赚到预期的利润，甚至赔本赚吆喝，这样。
worried	-1.0	sample_00005229	有什么不得已呀？你要是信得过我。
neutral	-0.75	sample_00006883	我爸：男人，整天不是追女人。
neutral	1.5	sample_00004056	不管，分两种，有好的坏习惯，有坏的坏习惯。男子汉嘛，好的坏习惯，该从小就学。
happy	1.75	sample_00000902	妈，您今天真是。太。
worried	-1.0	sample_00000529	你不要瞒我。
neutral	-1.25	sample_00004150	我，是净身出户。
angry	-2.5	sample_00005243	一直刷屏，他是那么在乎，评论，我一直刷，让他一条都看不见。
angry	-2.75	sample_00003305	不就留个血吗？就是海归吗？有什么了不起？那你也不能看不起人。
worried	-1.75	sample_00005006	因为刚才精英班发生了一件事情，我有个学生，把自己反锁在厕所里，还用头使劲撞门。
happy	1.0	sample_00006835	很好，很多话，都能够心平气和地。
neutral	0.75	sample_00003207	不怪，你，因为有事，而宣布，也是临时决定要开这个。
neutral	-0.25	sample_00000135	你订好回真机票，告诉我，我去接你。
surprise	-0.25	sample_00000483	你。不去。
neutral	0.0	sample_00000860	快，快，帮我查魏国强的资料，对，越详起越好。
neutral	0.0	sample_00005617	他要带一点点，不好意思。
angry	-3.75	sample_00004605	我在学校里，等着你，整整一个下午。你：什么意思啊？你故意的。
happy	2.25	sample_00005950	陈总，有你这样的老板，真好。
neutral	0.5	sample_00006999	但是，这部片子出来，我看到了之后。
neutral	-1.0	sample_00001713	他现在调到食品公司去工作了，他说，他是副总。他：听说我在找工作。
neutral	0.25	sample_00006611	就说：挺玄的。
worried	-1.0	sample_00000646	您就注意保持心态。
sad	-2.0	sample_00004140	
neutral	1.0	sample_00000248	什么叫警民共建？哪？老许。
sad	-1.0	sample_00001610	我想，我还是把他的骨灰送回老家去吧。
sad	-3.5	sample_00003254	唉。
angry	-1.5	sample_00004657	你就忽悠吧，危言耸听。
worried	-1.75	sample_00002902	把所有的布平和，所有的奋斗，都转嫁给我们这个行业，这是很。
neutral	0.25	sample_00003299	我：呀，我开车给你送去啊！到了医院门口呢。
angry	-2.25	sample_00002958	你说这个，您说这个，我就生气了。
sad	-0.75	sample_00004600	
worried	-1.25	sample_00004395	吃了，你！现在说这些，没用，你千万别揍他一顿，否则，大。
sad	-4.0	sample_00000992	结果，我一回家，人就。
angry	-3.25	sample_00001685	就会花言巧语地去骗那些二十多岁的女孩儿。
angry	-3.5	sample_00006391	天宇！天宇，你。你。你，再说一遍，你说，你说，那个。苏。
neutral	0.0	sample_00006610	我就觉得可以上脸了。
worried	-1.0	sample_00002508	你这样，让你的朋友去他们家看看，他这人太认真了，别想不开。
happy	2.75	sample_00001154	你以后有货，请你喝茶，拜拜。
angry	-2.75	sample_00003945	我跟你说，啊，青儿啊，这神经病，真不是外表能看出来的。
worried	-0.25	sample_00001796	行！行！行，我不问，但是，我觉得，你现在如果难受，一定要。
happy	1.25	sample_00006373	你。你。
surprise	-0.75	sample_00006270	住院了。
